11490 -> 1, Probabilidad: 1/1000
1010111101--> Representación del simbolo : 38320
1010111100--> Representación del simbolo : 37830
1010111111--> Representación del simbolo : 38830
1010111110--> Representación del simbolo : 39030
1010111001--> Representación del simbolo : 39900
1010111000--> Representación del simbolo : 40140
1010111011--> Representación del simbolo : 40070
1010111010--> Representación del simbolo : 38640
1010100101--> Representación del simbolo : 38530
1010100100--> Representación del simbolo : 39530
1010100111--> Representación del simbolo : 38670
1010100110--> Representación del simbolo : 37890
1010100001--> Representación del simbolo : 38540
1010100000--> Representación del simbolo : 38550
1010100011--> Representación del simbolo : 38970
1010100010--> Representación del simbolo : 43180
1010101101--> Representación del simbolo : 43110
1010101100--> Representación del simbolo : 46910
1010101111--> Representación del simbolo : 46270
1010101110--> Representación del simbolo : 46530
1010101001--> Representación del simbolo : 46290
1010101000--> Representación del simbolo : 45680
1010101011--> Representación del simbolo : 45010
1010101010--> Representación del simbolo : 44930
0101010101--> Representación del simbolo : 44200
0101010100--> Representación del simbolo : 45520
0101010111--> Representación del simbolo : 47380
0101010110--> Representación del simbolo : 46880
0101010001--> Representación del simbolo : 47270
0101010000--> Representación del simbolo : 47360
0101010011--> Representación del simbolo : 47760
0101010010--> Representación del simbolo : 47910
0101011101--> Representación del simbolo : 47680
0101011100--> Representación del simbolo : 47930
0101011111--> Representación del simbolo : 46980
0101011110--> Representación del simbolo : 46850
0101011001--> Representación del simbolo : 47140
0101011000--> Representación del simbolo : 47490
0101011011--> Representación del simbolo : 49120
0101011010--> Representación del simbolo : 48750
0101000101--> Representación del simbolo : 48620
0101000100--> Representación del simbolo : 46750
0101000111--> Representación del simbolo : 47960
0101000110--> Representación del simbolo : 48530
0101000001--> Representación del simbolo : 48160
0101000000--> Representación del simbolo : 48270
0101000011--> Representación del simbolo : 49130
0101000010--> Representación del simbolo : 48230
0101001101--> Representación del simbolo : 48540
0101001100--> Representación del simbolo : 49700
0101001111--> Representación del simbolo : 51460
0101001110--> Representación del simbolo : 51110
0101001001--> Representación del simbolo : 52340
0101001000--> Representación del simbolo : 52120
0101001011--> Representación del simbolo : 52170
0101001010--> Representación del simbolo : 51760
0101110101--> Representación del simbolo : 51780
0101110100--> Representación del simbolo : 51810
0101110111--> Representación del simbolo : 51990
0101110110--> Representación del simbolo : 51260
0101110001--> Representación del simbolo : 52610
0101110000--> Representación del simbolo : 52750
0101110011--> Representación del simbolo : 54760
0101110010--> Representación del simbolo : 55600
0101111101--> Representación del simbolo : 55640
0101111100--> Representación del simbolo : 55230
0101111111--> Representación del simbolo : 57250
0101111110--> Representación del simbolo : 57050
0101111001--> Representación del simbolo : 56490
0101111000--> Representación del simbolo : 56330
0101111011--> Representación del simbolo : 57150
0101111010--> Representación del simbolo : 57490
0101100101--> Representación del simbolo : 57320
0101100100--> Representación del simbolo : 55820
0101100111--> Representación del simbolo : 54670
0101100110--> Representación del simbolo : 52000
0101100001--> Representación del simbolo : 52030
0101100000--> Representación del simbolo : 54880
0101100011--> Representación del simbolo : 52480
0101100010--> Representación del simbolo : 49960
0101101101--> Representación del simbolo : 48020
0101101100--> Representación del simbolo : 48700
0101101111--> Representación del simbolo : 47940
0101101110--> Representación del simbolo : 50860
0101101001--> Representación del simbolo : 49440
0101101000--> Representación del simbolo : 50050
0101101011--> Representación del simbolo : 48720
0101101010--> Representación del simbolo : 50470
0100010101--> Representación del simbolo : 50390
0100010100--> Representación del simbolo : 48990
0100010111--> Representación del simbolo : 49480
0100010110--> Representación del simbolo : 46450
0100010001--> Representación del simbolo : 45500
0100010000--> Representación del simbolo : 46390
0100010011--> Representación del simbolo : 45900
0100010010--> Representación del simbolo : 47650
0100011101--> Representación del simbolo : 45630
0100011100--> Representación del simbolo : 47700
0100011111--> Representación del simbolo : 47750
0100011110--> Representación del simbolo : 47420
0100011001--> Representación del simbolo : 47040
0100011000--> Representación del simbolo : 46800
0100011011--> Representación del simbolo : 44760
0100011010--> Representación del simbolo : 45080
0100000101--> Representación del simbolo : 44180
0100000100--> Representación del simbolo : 43140
0100000111--> Representación del simbolo : 45210
0100000110--> Representación del simbolo : 46220
0100000001--> Representación del simbolo : 46200
0100000000--> Representación del simbolo : 47370
0100000011--> Representación del simbolo : 47850
0100000010--> Representación del simbolo : 48570
0100001101--> Representación del simbolo : 49390
0100001100--> Representación del simbolo : 48670
0100001111--> Representación del simbolo : 49140
0100001110--> Representación del simbolo : 48980
0100001001--> Representación del simbolo : 47860
0100001000--> Representación del simbolo : 47400
0100001011--> Representación del simbolo : 48840
0100001010--> Representación del simbolo : 49050
0100110101--> Representación del simbolo : 51520
0100110100--> Representación del simbolo : 51320
0100110111--> Representación del simbolo : 50900
0100110110--> Representación del simbolo : 51490
0100110001--> Representación del simbolo : 49660
0100110000--> Representación del simbolo : 49060
0100110011--> Representación del simbolo : 49630
0100110010--> Representación del simbolo : 46660
0100111101--> Representación del simbolo : 47010
0100111100--> Representación del simbolo : 48060
0100111111--> Representación del simbolo : 49010
0100111110--> Representación del simbolo : 48610
0100111001--> Representación del simbolo : 48290
0100111000--> Representación del simbolo : 47290
0100111011--> Representación del simbolo : 48240
0100111010--> Representación del simbolo : 48550
0100100101--> Representación del simbolo : 49110
0100100100--> Representación del simbolo : 49320
0100100111--> Representación del simbolo : 50920
0100100110--> Representación del simbolo : 50750
0100100001--> Representación del simbolo : 51010
0100100000--> Representación del simbolo : 50040
0100100011--> Representación del simbolo : 51530
0100100010--> Representación del simbolo : 50770
0100101101--> Representación del simbolo : 49870
0100101100--> Representación del simbolo : 50970
0100101111--> Representación del simbolo : 50780
0100101110--> Representación del simbolo : 51830
0100101001--> Representación del simbolo : 53520
0100101000--> Representación del simbolo : 54090
0100101011--> Representación del simbolo : 54770
0100101010--> Representación del simbolo : 53780
0111010101--> Representación del simbolo : 54270
0111010100--> Representación del simbolo : 54690
0111010111--> Representación del simbolo : 53640
0111010110--> Representación del simbolo : 55200
0111010001--> Representación del simbolo : 56850
0111010000--> Representación del simbolo : 55210
0111010011--> Representación del simbolo : 54430
0111010010--> Representación del simbolo : 57560
0111011101--> Representación del simbolo : 57120
0111011100--> Representación del simbolo : 56480
0111011111--> Representación del simbolo : 55660
0111011110--> Representación del simbolo : 57100
0111011001--> Representación del simbolo : 56920
0111011000--> Representación del simbolo : 56360
0111011011--> Representación del simbolo : 56690
0111011010--> Representación del simbolo : 57530
0111000101--> Representación del simbolo : 59880
0111000100--> Representación del simbolo : 60280
0111000111--> Representación del simbolo : 61030
0111000110--> Representación del simbolo : 61020
0111000001--> Representación del simbolo : 60960
0111000000--> Representación del simbolo : 60720
0111000011--> Representación del simbolo : 60400
0111000010--> Representación del simbolo : 59510
0111001101--> Representación del simbolo : 60220
0111001100--> Representación del simbolo : 59440
0111001111--> Representación del simbolo : 59720
0111001110--> Representación del simbolo : 57730
0111001001--> Representación del simbolo : 56400
0111001000--> Representación del simbolo : 56370
0111001011--> Representación del simbolo : 54040
0111001010--> Representación del simbolo : 54360
0111110101--> Representación del simbolo : 55870
0111110100--> Representación del simbolo : 55030
0111110111--> Representación del simbolo : 55620
0111110110--> Representación del simbolo : 56340
0111110001--> Representación del simbolo : 56520
0111110000--> Representación del simbolo : 55540
0111110011--> Representación del simbolo : 55120
0111110010--> Representación del simbolo : 55260
0111111101--> Representación del simbolo : 57710
0111111100--> Representación del simbolo : 58900
0111111111--> Representación del simbolo : 58780
0111111110--> Representación del simbolo : 57960
0111111001--> Representación del simbolo : 58030
0111111000--> Representación del simbolo : 59030
0111111011--> Representación del simbolo : 57450
0111111010--> Representación del simbolo : 56820
0111100101--> Representación del simbolo : 57840
0111100100--> Representación del simbolo : 58290
0111100111--> Representación del simbolo : 58810
0111100110--> Representación del simbolo : 58830
0111100001--> Representación del simbolo : 58360
0111100000--> Representación del simbolo : 58600
0111100011--> Representación del simbolo : 58190
0111100010--> Representación del simbolo : 58660
0111101101--> Representación del simbolo : 58990
0111101100--> Representación del simbolo : 58500
0111101111--> Representación del simbolo : 58330
0111101110--> Representación del simbolo : 57160
0111101001--> Representación del simbolo : 57240
0111101000--> Representación del simbolo : 57770
0111101011--> Representación del simbolo : 57170
0111101010--> Representación del simbolo : 57230
0110010101--> Representación del simbolo : 56730
0110010100--> Representación del simbolo : 54510
0110010111--> Representación del simbolo : 54680
0110010110--> Representación del simbolo : 54280
0110010001--> Representación del simbolo : 55080
0110010000--> Representación del simbolo : 55500
0110010011--> Representación del simbolo : 53670
0110010010--> Representación del simbolo : 54070
0110011101--> Representación del simbolo : 56900
0110011100--> Representación del simbolo : 55710
0110011111--> Representación del simbolo : 54000
0110011110--> Representación del simbolo : 52580
0110011001--> Representación del simbolo : 52210
0110011000--> Representación del simbolo : 52570
0110011011--> Representación del simbolo : 51020
0110011010--> Representación del simbolo : 51270
0110000101--> Representación del simbolo : 51950
0110000100--> Representación del simbolo : 52050
0110000111--> Representación del simbolo : 52660
0110000110--> Representación del simbolo : 53370
0110000001--> Representación del simbolo : 52980
0110000000--> Representación del simbolo : 53770
0110000011--> Representación del simbolo : 53960
0110000010--> Representación del simbolo : 54740
0110001101--> Representación del simbolo : 54940
0110001100--> Representación del simbolo : 54900
0110001111--> Representación del simbolo : 56130
0110001110--> Representación del simbolo : 55850
0110001001--> Representación del simbolo : 56000
0110001000--> Representación del simbolo : 56240
0110001011--> Representación del simbolo : 55480
0110001010--> Representación del simbolo : 56230
0110110101--> Representación del simbolo : 54790
0110110100--> Representación del simbolo : 55350
0110110111--> Representación del simbolo : 55280
0110110110--> Representación del simbolo : 57090
0110110001--> Representación del simbolo : 58000
0110110000--> Representación del simbolo : 57190
0110110011--> Representación del simbolo : 57500
0110110010--> Representación del simbolo : 57540
0110111101--> Representación del simbolo : 57920
0110111100--> Representación del simbolo : 58670
0110111111--> Representación del simbolo : 58620
0110111110--> Representación del simbolo : 59020
0110111001--> Representación del simbolo : 58700
0110111000--> Representación del simbolo : 57970
0110111011--> Representación del simbolo : 58120
0110111010--> Representación del simbolo : 58980
0110100101--> Representación del simbolo : 58920
0110100100--> Representación del simbolo : 58870
